PageRow,PageColumn,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,count1,color1,count2,color2,count3,color3,count4,color4,count5,color5,count6,color6,count7,color7,count8,color8,count9,color9,count10,color10,count11,color11,count12,color12,count13,color13,count14,color14,count15,color15,
D , 1 ,1 ,1 ,1 ,1 ,1 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 , 1 ,10 , 5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
D , 2 ,5 ,5 ,5 ,5 ,1 ,5 ,5 ,1 ,1 ,1 ,5 ,1 ,1 ,2 ,2 ,4 , 5 ,1 , 1 ,2 , 5 ,3 , 1 ,1 , 5 ,2 , 1 ,2 , 2 ,,,,,,,,,,,,,,,,,
D , 3 ,1 ,1 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 , 1 ,3 , 2 ,1 , 1 ,9 , 2 ,,,,,,,,,,,,,,,,,,,,,,,
D , 4 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,15 , 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D , 5 ,2 ,2 ,2 ,4 ,2 ,2 ,2 ,4 ,4 ,4 ,4 ,4 ,3 ,3 ,3 ,3 , 2 ,1 , 4 ,3 , 2 ,5 , 4 ,3 , 3 ,,,,,,,,,,,,,,,,,,,,,
D , 6 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,5 ,3 ,3 ,3 ,11 , 3 ,1 , 5 ,3 , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,
D , 7 ,4 ,3 ,3 ,3 ,3 ,5 ,3 ,3 ,3 ,3 ,5 ,3 ,3 ,3 ,3 ,1 , 4 ,4 , 3 ,1 , 5 ,4 , 3 ,1 , 5 ,4 , 3 ,,,,,,,,,,,,,,,,,,,
D , 8 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,15 , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D , 9 ,3 ,3 ,3 ,3 ,4 ,4 ,3 ,3 ,4 ,5 ,0 ,4 ,4 ,4 ,4 ,4 , 3 ,2 , 4 ,2 , 3 ,1 , 4 ,1 , 5 ,1 , 0 ,4 , 4 ,,,,,,,,,,,,,,,,,
D , 10 ,0 ,4 ,4 ,2 ,2 ,4 ,4 ,2 ,2 ,2 ,4 ,1 ,2 ,2 ,2 ,1 , 0 ,2 , 4 ,2 , 2 ,2 , 4 ,3 , 2 ,1 , 4 ,1 , 1 ,3 , 2 ,,,,,,,,,,,,,,,
D , 11 ,5 ,1 ,1 ,2 ,2 ,5 ,5 ,1 ,1 ,1 ,5 ,5 ,5 ,5 ,1 ,1 , 5 ,2 , 1 ,2 , 2 ,2 , 5 ,3 , 1 ,4 , 5 ,1 , 1 ,,,,,,,,,,,,,,,,,
D , 12 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,1 ,1 ,1 ,1 ,1 ,10 , 5 ,5 , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
E , 1 ,1 ,1 ,1 ,1 ,1 ,5 ,5 ,5 ,5 ,1 ,1 ,1 ,1 ,1 ,1 ,5 , 1 ,4 , 5 ,6 , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,
E , 2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 , 1 ,14 , 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
E , 3 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,15 , 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E , 4 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,2 ,2 ,2 ,4 ,4 ,4 ,8 , 2 ,1 , 4 ,3 , 2 ,3 , 4 ,,,,,,,,,,,,,,,,,,,,,,,
E , 5 ,4 ,4 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,2 , 4 ,13 , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
E , 6 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,15 , 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E , 7 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,4 ,4 ,4 ,12 , 3 ,3 , 4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
E , 8 ,3 ,3 ,3 ,3 ,5 ,3 ,3 ,3 ,3 ,3 ,3 ,5 ,4 ,4 ,4 ,4 , 3 ,1 , 5 ,6 , 3 ,1 , 5 ,3 , 4 ,,,,,,,,,,,,,,,,,,,,,
E , 9 ,4 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,5 ,3 , 4 ,7 , 5 ,1 , 4 ,4 , 5 ,,,,,,,,,,,,,,,,,,,,,,,
E , 10 ,4 ,4 ,5 ,5 ,5 ,2 ,4 ,4 ,5 ,4 ,2 ,2 ,4 ,4 ,2 ,2 , 4 ,3 , 5 ,1 , 2 ,2 , 4 ,1 , 5 ,1 , 4 ,2 , 2 ,2 , 4 ,1 , 2 ,,,,,,,,,,,,,
