PageRow,PageColumn,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,count1,color1,count2,color2,count3,color3,count4,color4,count5,color5,count6,color6,count7,color7,count8,color8,count9,color9,count10,color10,count11,color11,count12,color12,count13,color13,count14,color14,count15,color15,
H , 5 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,12 ,14 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
H , 6 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,12 ,14 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
H , 7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,12 ,14 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
H , 8 ,0 ,0 ,6 ,0 ,0 ,6 ,0 ,0 ,0 ,6 ,7 ,7 ,7 ,7 ,12 ,2 , 0 ,1 , 6 ,2 , 0 ,1 , 6 ,3 , 0 ,1 , 6 ,4 , 7 ,1 , 12 ,,,,,,,,,,,,,,,
H , 9 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,12 ,14 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
H , 10 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,12 ,14 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
H , 11 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,12 ,14 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
H , 12 ,7 ,7 ,7 ,7 ,7 ,6 ,6 ,6 ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,5 , 7 ,5 , 6 ,5 , 0 ,,,,,,,,,,,,,,,,,,,,,,,,,
I , 1 ,0 ,0 ,0 ,0 ,0 ,6 ,6 ,6 ,6 ,6 ,8 ,2 ,8 ,8 ,2 ,5 , 0 ,5 , 6 ,1 , 8 ,1 , 2 ,2 , 8 ,1 , 2 ,,,,,,,,,,,,,,,,,,,
I , 2 ,8 ,2 ,8 ,8 ,2 ,8 ,2 ,8 ,2 ,8 ,8 ,2 ,8 ,8 ,2 ,1 , 8 ,1 , 2 ,2 , 8 ,1 , 2 ,1 , 8 ,1 , 2 ,1 , 8 ,1 , 2 ,2 , 8 ,1 , 2 ,2 , 8 ,1 , 2 ,,,,,,,
I , 3 ,2 ,8 ,2 ,8 ,8 ,7 ,2 ,7 ,8 ,8 ,7 ,7 ,7 ,7 ,7 ,1 , 2 ,1 , 8 ,1 , 2 ,2 , 8 ,1 , 7 ,1 , 2 ,1 , 7 ,2 , 8 ,5 , 7 ,,,,,,,,,,,,,
I , 4 ,0 ,7 ,7 ,7 ,7 ,0 ,0 ,8 ,7 ,7 ,0 ,12 ,0 ,8 ,12 ,1 , 0 ,4 , 7 ,2 , 0 ,1 , 8 ,2 , 7 ,1 , 0 ,1 , 12 ,1 , 0 ,1 , 8 ,1 , 12 ,,,,,,,,,,,
I , 5 ,7 ,0 ,8 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,0 ,1 , 7 ,1 , 0 ,1 , 8 ,11 , 7 ,1 , 0 ,,,,,,,,,,,,,,,,,,,,,
I , 6 ,7 ,7 ,7 ,6 ,0 ,7 ,7 ,7 ,0 ,0 ,7 ,7 ,7 ,6 ,0 ,3 , 7 ,1 , 6 ,1 , 0 ,3 , 7 ,2 , 0 ,3 , 7 ,1 , 6 ,1 , 0 ,,,,,,,,,,,,,,,
I , 7 ,7 ,7 ,7 ,7 ,0 ,7 ,0 ,0 ,7 ,7 ,0 ,0 ,6 ,7 ,12 ,4 , 7 ,1 , 0 ,1 , 7 ,2 , 0 ,2 , 7 ,2 , 0 ,1 , 6 ,1 , 7 ,1 , 12 ,,,,,,,,,,,,,
I , 8 ,0 ,6 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,8 ,0 ,8 ,1 , 0 ,1 , 6 ,10 , 7 ,1 , 8 ,1 , 0 ,1 , 8 ,,,,,,,,,,,,,,,,,,,
I , 9 ,7 ,7 ,0 ,12 ,0 ,7 ,7 ,7 ,0 ,6 ,7 ,7 ,7 ,7 ,12 ,2 , 7 ,1 , 0 ,1 , 12 ,1 , 0 ,3 , 7 ,1 , 0 ,1 , 6 ,4 , 7 ,1 , 12 ,,,,,,,,,,,,,
I , 10 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,12 ,14 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
I , 11 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,12 ,14 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
I , 12 ,7 ,7 ,7 ,7 ,7 ,6 ,6 ,6 ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,5 , 7 ,5 , 6 ,5 , 0 ,,,,,,,,,,,,,,,,,,,,,,,,,
J , 1 ,0 ,0 ,0 ,0 ,0 ,6 ,6 ,6 ,6 ,6 ,8 ,8 ,2 ,8 ,8 ,5 , 0 ,5 , 6 ,2 , 8 ,1 , 2 ,2 , 8 ,,,,,,,,,,,,,,,,,,,,,
J , 2 ,8 ,8 ,2 ,8 ,8 ,2 ,8 ,2 ,8 ,2 ,8 ,8 ,2 ,8 ,8 ,2 , 8 ,1 , 2 ,2 , 8 ,1 , 2 ,1 , 8 ,1 , 2 ,1 , 8 ,1 , 2 ,2 , 8 ,1 , 2 ,2 , 8 ,,,,,,,,,
J , 3 ,8 ,2 ,8 ,2 ,8 ,8 ,8 ,2 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,1 , 8 ,1 , 2 ,1 , 8 ,1 , 2 ,3 , 8 ,1 , 2 ,7 , 8 ,,,,,,,,,,,,,,,,,
J , 4 ,7 ,7 ,8 ,8 ,8 ,7 ,7 ,7 ,7 ,8 ,7 ,7 ,7 ,7 ,12 ,2 , 7 ,3 , 8 ,4 , 7 ,1 , 8 ,4 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,
J , 5 ,7 ,7 ,6 ,6 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,7 ,7 ,8 ,2 , 7 ,2 , 6 ,1 , 8 ,6 , 0 ,1 , 6 ,2 , 7 ,1 , 8 ,,,,,,,,,,,,,,,,,
J , 6 ,6 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,6 ,7 ,7 ,7 ,12 ,1 , 6 ,9 , 7 ,1 , 6 ,3 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,
J , 7 ,0 ,0 ,6 ,7 ,7 ,6 ,0 ,0 ,0 ,0 ,7 ,7 ,7 ,6 ,0 ,2 , 0 ,1 , 6 ,2 , 7 ,1 , 6 ,4 , 0 ,3 , 7 ,1 , 6 ,1 , 0 ,,,,,,,,,,,,,,,
J , 8 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,12 ,14 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
J , 9 ,6 ,7 ,7 ,7 ,7 ,0 ,0 ,6 ,8 ,6 ,6 ,0 ,0 ,0 ,0 ,1 , 6 ,4 , 7 ,2 , 0 ,1 , 6 ,1 , 8 ,2 , 6 ,4 , 0 ,,,,,,,,,,,,,,,,,
J , 10 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,12 ,14 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
J , 11 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,12 ,14 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
J , 12 ,7 ,7 ,7 ,7 ,7 ,6 ,6 ,6 ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,5 , 7 ,5 , 6 ,5 , 0 ,,,,,,,,,,,,,,,,,,,,,,,,,
K , 1 ,0 ,0 ,0 ,0 ,0 ,6 ,6 ,6 ,6 ,6 ,2 ,8 ,8 ,2 ,8 ,5 , 0 ,5 , 6 ,1 , 2 ,2 , 8 ,1 , 2 ,1 , 8 ,,,,,,,,,,,,,,,,,,,
K , 2 ,2 ,8 ,8 ,2 ,8 ,8 ,2 ,8 ,2 ,8 ,2 ,8 ,8 ,2 ,8 ,1 , 2 ,2 , 8 ,1 , 2 ,2 , 8 ,1 , 2 ,1 , 8 ,1 , 2 ,1 , 8 ,1 , 2 ,2 , 8 ,1 , 2 ,1 , 8 ,,,,,,,
K , 3 ,8 ,8 ,2 ,8 ,2 ,8 ,8 ,8 ,2 ,8 ,8 ,8 ,8 ,8 ,8 ,2 , 8 ,1 , 2 ,1 , 8 ,1 , 2 ,3 , 8 ,1 , 2 ,6 , 8 ,,,,,,,,,,,,,,,,,
K , 4 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,7 ,7 ,8 ,8 ,12 ,10 , 8 ,2 , 7 ,2 , 8 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,
K , 5 ,7 ,7 ,7 ,7 ,7 ,0 ,6 ,7 ,7 ,1 ,0 ,0 ,0 ,7 ,12 ,5 , 7 ,1 , 0 ,1 , 6 ,2 , 7 ,1 , 1 ,3 , 0 ,1 , 7 ,1 , 12 ,,,,,,,,,,,,,,,
K , 6 ,7 ,6 ,0 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,12 ,1 , 7 ,1 , 6 ,1 , 0 ,11 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,
K , 7 ,7 ,7 ,7 ,7 ,7 ,6 ,7 ,7 ,7 ,7 ,0 ,0 ,8 ,7 ,12 ,5 , 7 ,1 , 6 ,4 , 7 ,2 , 0 ,1 , 8 ,1 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,
K , 8 ,7 ,0 ,0 ,7 ,7 ,7 ,6 ,0 ,8 ,7 ,7 ,6 ,0 ,8 ,7 ,1 , 7 ,2 , 0 ,3 , 7 ,1 , 6 ,1 , 0 ,1 , 8 ,2 , 7 ,1 , 6 ,1 , 0 ,1 , 8 ,1 , 7 ,,,,,,,,,
K , 9 ,7 ,0 ,0 ,7 ,7 ,0 ,0 ,8 ,7 ,7 ,0 ,7 ,7 ,7 ,12 ,1 , 7 ,2 , 0 ,2 , 7 ,2 , 0 ,1 , 8 ,2 , 7 ,1 , 0 ,3 , 7 ,1 , 12 ,,,,,,,,,,,,,
K , 10 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,12 ,14 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
K , 11 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,12 ,14 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
K , 12 ,7 ,7 ,7 ,7 ,7 ,6 ,6 ,6 ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,5 , 7 ,5 , 6 ,5 , 0 ,,,,,,,,,,,,,,,,,,,,,,,,,
L , 1 ,0 ,0 ,0 ,0 ,0 ,6 ,6 ,6 ,6 ,6 ,8 ,2 ,8 ,8 ,12 ,5 , 0 ,5 , 6 ,1 , 8 ,1 , 2 ,2 , 8 ,1 , 12 ,,,,,,,,,,,,,,,,,,,
L , 2 ,8 ,2 ,8 ,8 ,8 ,2 ,8 ,2 ,8 ,8 ,8 ,2 ,8 ,8 ,12 ,1 , 8 ,1 , 2 ,3 , 8 ,1 , 2 ,1 , 8 ,1 , 2 ,3 , 8 ,1 , 2 ,2 , 8 ,1 , 12 ,,,,,,,,,,,
L , 3 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,10 ,1 ,13 , 8 ,1 , 10 ,1 , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,
L , 4 ,8 ,8 ,5 ,5 ,5 ,8 ,10 ,5 ,10 ,8 ,8 ,1 ,5 ,8 ,12 ,2 , 8 ,3 , 5 ,1 , 8 ,1 , 10 ,1 , 5 ,1 , 10 ,2 , 8 ,1 , 1 ,1 , 5 ,1 , 8 ,1 , 12 ,,,,,,,,,
L , 5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,7 ,1 ,5 ,8 ,12 ,10 , 5 ,1 , 7 ,1 , 1 ,1 , 5 ,1 , 8 ,1 , 12 ,,,,,,,,,,,,,,,,,,,
L , 6 ,7 ,1 ,5 ,7 ,8 ,7 ,1 ,5 ,7 ,7 ,7 ,1 ,5 ,7 ,12 ,1 , 7 ,1 , 1 ,1 , 5 ,1 , 7 ,1 , 8 ,1 , 7 ,1 , 1 ,1 , 5 ,3 , 7 ,1 , 1 ,1 , 5 ,1 , 7 ,1 , 12 ,,,,,
L , 7 ,7 ,1 ,5 ,7 ,7 ,7 ,1 ,5 ,7 ,7 ,7 ,1 ,5 ,7 ,12 ,1 , 7 ,1 , 1 ,1 , 5 ,3 , 7 ,1 , 1 ,1 , 5 ,3 , 7 ,1 , 1 ,1 , 5 ,1 , 7 ,1 , 12 ,,,,,,,,,
L , 8 ,7 ,10 ,5 ,7 ,7 ,7 ,5 ,12 ,5 ,7 ,7 ,10 ,5 ,10 ,12 ,1 , 7 ,1 , 10 ,1 , 5 ,3 , 7 ,1 , 5 ,1 , 12 ,1 , 5 ,2 , 7 ,1 , 10 ,1 , 5 ,1 , 10 ,1 , 12 ,,,,,,,
L , 9 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,12 ,14 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
L , 10 ,7 ,7 ,7 ,7 ,1 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,12 ,4 , 7 ,1 , 1 ,9 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,
L , 11 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,1 ,14 , 7 ,1 , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
L , 12 ,7 ,7 ,7 ,7 ,7 ,6 ,6 ,6 ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,5 , 7 ,5 , 6 ,5 , 0 ,,,,,,,,,,,,,,,,,,,,,,,,,
M , 1 ,0 ,0 ,0 ,0 ,0 ,6 ,6 ,6 ,6 ,6 ,8 ,8 ,8 ,8 ,12 ,5 , 0 ,5 , 6 ,4 , 8 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,
M , 2 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,12 ,14 , 8 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
M , 3 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,1 ,8 ,8 ,8 ,12 ,10 , 8 ,1 , 1 ,3 , 8 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,
M , 4 ,5 ,5 ,8 ,8 ,8 ,10 ,10 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,12 ,2 , 5 ,3 , 8 ,2 , 10 ,7 , 8 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,
M , 5 ,8 ,8 ,8 ,8 ,1 ,10 ,8 ,8 ,5 ,5 ,8 ,8 ,5 ,5 ,8 ,4 , 8 ,1 , 1 ,1 , 10 ,2 , 8 ,2 , 5 ,2 , 8 ,2 , 5 ,1 , 8 ,,,,,,,,,,,,,,,
M , 6 ,8 ,8 ,5 ,10 ,8 ,8 ,1 ,5 ,8 ,8 ,7 ,1 ,5 ,10 ,8 ,2 , 8 ,1 , 5 ,1 , 10 ,2 , 8 ,1 , 1 ,1 , 5 ,2 , 8 ,1 , 7 ,1 , 1 ,1 , 5 ,1 , 10 ,1 , 8 ,,,,,,,
M , 7 ,7 ,5 ,12 ,5 ,8 ,7 ,10 ,5 ,8 ,8 ,7 ,7 ,7 ,1 ,7 ,1 , 7 ,1 , 5 ,1 , 12 ,1 , 5 ,1 , 8 ,1 , 7 ,1 , 10 ,1 , 5 ,2 , 8 ,3 , 7 ,1 , 1 ,1 , 7 ,,,,,,,
M , 8 ,7 ,7 ,7 ,5 ,5 ,7 ,7 ,7 ,7 ,1 ,7 ,7 ,7 ,7 ,12 ,3 , 7 ,2 , 5 ,4 , 7 ,1 , 1 ,4 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,
M , 9 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,12 ,14 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
M , 10 ,1 ,1 ,1 ,1 ,7 ,1 ,7 ,7 ,7 ,1 ,1 ,7 ,7 ,7 ,1 ,4 , 1 ,1 , 7 ,1 , 1 ,3 , 7 ,2 , 1 ,3 , 7 ,1 , 1 ,,,,,,,,,,,,,,,,,
M , 11 ,1 ,1 ,1 ,1 ,7 ,1 ,7 ,7 ,7 ,7 ,1 ,1 ,7 ,7 ,12 ,4 , 1 ,1 , 7 ,1 , 1 ,4 , 7 ,2 , 1 ,2 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,
M , 12 ,7 ,7 ,7 ,7 ,7 ,6 ,6 ,6 ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,5 , 7 ,5 , 6 ,5 , 0 ,,,,,,,,,,,,,,,,,,,,,,,,,
N , 1 ,0 ,0 ,0 ,0 ,0 ,6 ,6 ,6 ,6 ,6 ,8 ,8 ,8 ,8 ,12 ,5 , 0 ,5 , 6 ,4 , 8 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,
N , 2 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,12 ,14 , 8 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
N , 3 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,12 ,14 , 8 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
N , 4 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,12 ,14 , 8 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
N , 5 ,5 ,5 ,5 ,10 ,8 ,5 ,1 ,5 ,5 ,1 ,8 ,8 ,8 ,1 ,5 ,3 , 5 ,1 , 10 ,1 , 8 ,1 , 5 ,1 , 1 ,2 , 5 ,1 , 1 ,3 , 8 ,1 , 1 ,1 , 5 ,,,,,,,,,,,
N , 6 ,8 ,8 ,8 ,8 ,5 ,8 ,8 ,8 ,8 ,1 ,8 ,8 ,8 ,8 ,10 ,4 , 8 ,1 , 5 ,4 , 8 ,1 , 1 ,4 , 8 ,1 , 10 ,,,,,,,,,,,,,,,,,,,
N , 7 ,8 ,8 ,8 ,8 ,1 ,8 ,8 ,8 ,8 ,5 ,7 ,7 ,7 ,1 ,5 ,4 , 8 ,1 , 1 ,4 , 8 ,1 , 5 ,3 , 7 ,1 , 1 ,1 , 5 ,,,,,,,,,,,,,,,,,
N , 8 ,1 ,1 ,1 ,5 ,5 ,5 ,5 ,5 ,10 ,7 ,7 ,7 ,7 ,7 ,12 ,3 , 1 ,5 , 5 ,1 , 10 ,5 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,
N , 9 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,12 ,14 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
N , 10 ,7 ,7 ,7 ,1 ,1 ,7 ,7 ,1 ,7 ,7 ,7 ,7 ,1 ,7 ,12 ,3 , 7 ,2 , 1 ,2 , 7 ,1 , 1 ,4 , 7 ,1 , 1 ,1 , 7 ,1 , 12 ,,,,,,,,,,,,,,,
N , 11 ,7 ,1 ,1 ,1 ,1 ,7 ,1 ,7 ,7 ,7 ,1 ,1 ,1 ,7 ,12 ,1 , 7 ,4 , 1 ,1 , 7 ,1 , 1 ,3 , 7 ,3 , 1 ,1 , 7 ,1 , 12 ,,,,,,,,,,,,,,,
N , 12 ,7 ,7 ,7 ,7 ,7 ,6 ,6 ,6 ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,5 , 7 ,5 , 6 ,5 , 0 ,,,,,,,,,,,,,,,,,,,,,,,,,
O , 1 ,0 ,0 ,0 ,0 ,0 ,6 ,6 ,6 ,6 ,6 ,8 ,8 ,8 ,8 ,12 ,5 , 0 ,5 , 6 ,4 , 8 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,
O , 2 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,12 ,14 , 8 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
O , 3 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,12 ,14 , 8 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
O , 4 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,10 ,5 ,10 ,8 ,8 ,5 ,12 ,5 ,7 , 8 ,1 , 10 ,1 , 5 ,1 , 10 ,2 , 8 ,1 , 5 ,1 , 12 ,1 , 5 ,,,,,,,,,,,,,,,
O , 5 ,8 ,8 ,10 ,5 ,5 ,8 ,8 ,8 ,5 ,5 ,8 ,8 ,8 ,5 ,5 ,2 , 8 ,1 , 10 ,2 , 5 ,3 , 8 ,2 , 5 ,3 , 8 ,2 , 5 ,,,,,,,,,,,,,,,,,
O , 6 ,5 ,8 ,8 ,5 ,5 ,5 ,8 ,8 ,5 ,1 ,5 ,8 ,8 ,5 ,1 ,1 , 5 ,2 , 8 ,3 , 5 ,2 , 8 ,1 , 5 ,1 , 1 ,1 , 5 ,2 , 8 ,1 , 5 ,1 , 1 ,,,,,,,,,,,
O , 7 ,5 ,8 ,8 ,5 ,1 ,5 ,8 ,8 ,5 ,1 ,8 ,8 ,8 ,5 ,1 ,1 , 5 ,2 , 8 ,1 , 5 ,1 , 1 ,1 , 5 ,2 , 8 ,1 , 5 ,1 , 1 ,3 , 8 ,1 , 5 ,1 , 1 ,,,,,,,,,
O , 8 ,7 ,7 ,8 ,5 ,1 ,7 ,7 ,7 ,5 ,1 ,7 ,7 ,7 ,7 ,7 ,2 , 7 ,1 , 8 ,1 , 5 ,1 , 1 ,3 , 7 ,1 , 5 ,1 , 1 ,5 , 7 ,,,,,,,,,,,,,,,
O , 9 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,15 , 7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O , 10 ,7 ,7 ,7 ,7 ,7 ,1 ,7 ,7 ,7 ,7 ,1 ,7 ,7 ,7 ,12 ,5 , 7 ,1 , 1 ,4 , 7 ,1 , 1 ,3 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,,,
O , 11 ,1 ,1 ,7 ,7 ,7 ,7 ,1 ,7 ,7 ,7 ,1 ,1 ,1 ,7 ,12 ,2 , 1 ,4 , 7 ,1 , 1 ,3 , 7 ,3 , 1 ,1 , 7 ,1 , 12 ,,,,,,,,,,,,,,,,,
O , 12 ,7 ,7 ,7 ,7 ,7 ,6 ,6 ,6 ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,5 , 7 ,5 , 6 ,5 , 0 ,,,,,,,,,,,,,,,,,,,,,,,,,
P , 1 ,0 ,0 ,0 ,0 ,0 ,6 ,6 ,6 ,6 ,6 ,8 ,8 ,8 ,8 ,12 ,5 , 0 ,5 , 6 ,4 , 8 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,
P , 2 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,12 ,14 , 8 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
P , 3 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,12 ,14 , 8 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
P , 4 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,15 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P , 5 ,8 ,5 ,5 ,10 ,8 ,5 ,5 ,5 ,10 ,8 ,1 ,8 ,8 ,8 ,8 ,1 , 8 ,2 , 5 ,1 , 10 ,1 , 8 ,3 , 5 ,1 , 10 ,1 , 8 ,1 , 1 ,4 , 8 ,,,,,,,,,,,,,
P , 6 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,9 ,14 , 8 ,1 , 9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
P , 7 ,8 ,8 ,8 ,8 ,9 ,8 ,8 ,8 ,3 ,9 ,8 ,8 ,8 ,9 ,9 ,4 , 8 ,1 , 9 ,3 , 8 ,1 , 3 ,1 , 9 ,3 , 8 ,2 , 9 ,,,,,,,,,,,,,,,,,
P , 8 ,8 ,8 ,8 ,9 ,9 ,8 ,8 ,9 ,9 ,8 ,8 ,8 ,9 ,9 ,8 ,3 , 8 ,2 , 9 ,2 , 8 ,2 , 9 ,3 , 8 ,2 , 9 ,1 , 8 ,,,,,,,,,,,,,,,,,
P , 9 ,8 ,9 ,9 ,4 ,8 ,9 ,8 ,9 ,4 ,8 ,3 ,9 ,3 ,3 ,8 ,1 , 8 ,2 , 9 ,1 , 4 ,1 , 8 ,1 , 9 ,1 , 8 ,1 , 9 ,1 , 4 ,1 , 8 ,1 , 3 ,1 , 9 ,2 , 3 ,1 , 8 ,,,,,
P , 10 ,7 ,7 ,7 ,7 ,8 ,7 ,7 ,7 ,7 ,11 ,7 ,7 ,7 ,7 ,7 ,4 , 7 ,1 , 8 ,4 , 7 ,1 , 11 ,5 , 7 ,,,,,,,,,,,,,,,,,,,,,
P , 11 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,11 ,7 ,7 ,7 ,7 ,11 ,9 , 7 ,1 , 11 ,4 , 7 ,1 , 11 ,,,,,,,,,,,,,,,,,,,,,,,
P , 12 ,7 ,7 ,7 ,7 ,7 ,6 ,6 ,6 ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,5 , 7 ,5 , 6 ,5 , 0 ,,,,,,,,,,,,,,,,,,,,,,,,,
