A 	 1 	2 	2 	2 	2 	2 	2 	8 	8 	8 	8 	2 	8 	8 	8 	8 	
A 	 2 	2 	8 	8 	8 	8 	2 	8 	8 	8 	8 	2 	8 	8 	8 	8 	
A 	 3 	2 	7 	7 	7 	8 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	
A 	 4 	7 	7 	7 	7 	7 	2 	7 	7 	7 	7 	2 	8 	7 	7 	7 	
A 	 5 	2 	8 	8 	7 	7 	2 	8 	8 	7 	7 	2 	8 	8 	8 	7 	
A 	 6 	2 	8 	8 	8 	7 	2 	8 	8 	8 	8 	2 	8 	8 	8 	8 	
A 	 7 	2 	8 	8 	8 	8 	2 	8 	8 	8 	8 	2 	8 	8 	8 	8 	
A 	 8 	2 	8 	8 	8 	8 	2 	8 	8 	8 	8 	2 	8 	0 	0 	0 	
A 	 9 	2 	8 	8 	8 	0 	2 	8 	0 	0 	0 	2 	8 	0 	8 	8 	
A 	 10 	2 	8 	0 	0 	0 	2 	8 	8 	8 	8 	2 	8 	0 	0 	0 	
A 	 11 	2 	8 	8 	8 	0 	2 	8 	0 	0 	0 	2 	8 	0 	8 	8 	
A 	 12 	2 	8 	0 	0 	0 	2 	8 	8 	8 	8 	2 	2 	2 	2 	2 	
B 	 1 	2 	2 	2 	2 	2 	8 	0 	0 	0 	0 	8 	0 	5 	5 	5 	
B 	 2 	8 	0 	5 	2 	2 	8 	0 	5 	2 	5 	8 	0 	5 	2 	5 	
B 	 3 	8 	0 	5 	2 	5 	8 	0 	5 	2 	5 	8 	0 	5 	2 	5 	
B 	 4 	8 	0 	5 	2 	2 	8 	0 	5 	5 	5 	7 	0 	0 	0 	0 	
B 	 5 	7 	8 	8 	8 	8 	7 	7 	8 	8 	8 	7 	7 	8 	8 	8 	
B 	 6 	7 	7 	7 	8 	8 	7 	7 	7 	7 	8 	8 	7 	7 	7 	7 	
B 	 7 	8 	7 	7 	7 	7 	8 	8 	7 	7 	7 	8 	8 	8 	7 	7 	
B 	 8 	8 	8 	8 	8 	7 	8 	8 	8 	8 	8 	8 	0 	0 	0 	8 	
B 	 9 	8 	0 	8 	0 	8 	8 	0 	8 	0 	8 	8 	0 	8 	0 	8 	
B 	 10 	8 	0 	0 	0 	8 	8 	8 	8 	8 	8 	8 	0 	0 	0 	8 	
B 	 11 	8 	8 	8 	0 	8 	8 	0 	0 	0 	8 	8 	0 	8 	8 	8 	
B 	 12 	8 	0 	0 	0 	8 	8 	8 	8 	8 	8 	2 	2 	2 	2 	2 	
C 	 1 	2 	2 	2 	2 	2 	0 	0 	0 	0 	0 	5 	5 	5 	5 	5 	
C 	 2 	2 	2 	5 	2 	2 	5 	5 	5 	2 	5 	5 	5 	5 	2 	5 	
C 	 3 	5 	5 	5 	2 	2 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	
C 	 4 	2 	2 	5 	2 	2 	5 	5 	5 	5 	5 	0 	0 	0 	0 	0 	
C 	 5 	8 	8 	8 	8 	8 	8 	8 	8 	7 	7 	8 	8 	7 	7 	7 	
C 	 6 	8 	8 	7 	7 	7 	8 	8 	7 	7 	7 	8 	8 	7 	7 	7 	
C 	 7 	7 	8 	8 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	
C 	 8 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	8 	7 	7 	7 	7 	
C 	 9 	8 	7 	7 	7 	7 	8 	7 	7 	7 	7 	8 	7 	7 	7 	7 	
C 	 10 	8 	7 	7 	7 	7 	8 	7 	7 	7 	7 	8 	7 	7 	7 	7 	
C 	 11 	8 	8 	7 	7 	7 	8 	8 	7 	7 	7 	8 	7 	7 	7 	7 	
C 	 12 	8 	7 	7 	7 	7 	8 	7 	7 	7 	7 	7 	7 	7 	7 	7 	
D 	 1 	2 	2 	2 	2 	2 	0 	0 	0 	0 	0 	5 	5 	5 	5 	5 	
D 	 2 	2 	2 	5 	0 	5 	5 	5 	5 	0 	5 	5 	5 	5 	0 	5 	
D 	 3 	2 	2 	5 	0 	0 	5 	2 	5 	5 	5 	5 	2 	5 	5 	5 	
D 	 4 	2 	2 	5 	5 	5 	5 	5 	5 	5 	5 	0 	0 	0 	0 	0 	
D 	 5 	8 	8 	8 	8 	8 	7 	7 	8 	8 	8 	7 	7 	7 	8 	8 	
D 	 6 	7 	7 	7 	8 	8 	7 	7 	7 	7 	8 	7 	7 	7 	7 	8 	
D 	 7 	7 	7 	7 	8 	8 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	
D 	 8 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	
D 	 9 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	
D 	 10 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	
D 	 11 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	
D 	 12 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	
E 	 1 	2 	2 	2 	2 	2 	0 	0 	0 	0 	0 	5 	5 	5 	5 	5 	
E 	 2 	5 	0 	5 	5 	5 	5 	0 	5 	5 	7 	5 	0 	5 	7 	7 	
E 	 3 	0 	0 	5 	7 	7 	5 	0 	5 	7 	7 	5 	0 	5 	5 	7 	
E 	 4 	5 	0 	5 	5 	7 	5 	5 	5 	5 	5 	0 	0 	0 	0 	0 	
E 	 5 	8 	8 	8 	8 	7 	8 	8 	8 	8 	7 	8 	8 	8 	8 	7 	
E 	 6 	8 	8 	8 	7 	7 	8 	8 	7 	7 	7 	8 	8 	7 	7 	7 	
E 	 7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	
E 	 8 	7 	7 	7 	7 	8 	7 	7 	7 	8 	6 	7 	7 	7 	6 	6 	
E 	 9 	7 	7 	7 	8 	6 	7 	7 	7 	8 	6 	7 	7 	8 	8 	6 	
E 	 10 	7 	7 	8 	8 	6 	7 	8 	8 	8 	6 	7 	8 	8 	8 	6 	
E 	 11 	8 	8 	8 	8 	6 	7 	8 	8 	8 	6 	7 	8 	8 	8 	6 	
E 	 12 	7 	8 	8 	6 	6 	7 	8 	6 	4 	4 	7 	3 	6 	6 	6 	
F 	 1 	2 	2 	2 	2 	2 	0 	0 	0 	0 	0 	5 	5 	5 	5 	5 	
F 	 2 	5 	5 	5 	5 	1 	7 	7 	5 	5 	1 	7 	7 	7 	5 	1 	
F 	 3 	7 	7 	7 	5 	1 	7 	7 	7 	5 	1 	7 	7 	7 	5 	1 	
F 	 4 	7 	7 	5 	5 	1 	7 	7 	5 	5 	5 	7 	7 	0 	0 	0 	
F 	 5 	7 	7 	8 	8 	8 	7 	7 	8 	8 	8 	7 	7 	8 	8 	8 	
F 	 6 	7 	7 	8 	8 	8 	7 	7 	8 	8 	8 	7 	7 	8 	8 	8 	
F 	 7 	7 	8 	8 	8 	8 	7 	8 	8 	8 	6 	8 	8 	6 	6 	4 	
F 	 8 	6 	6 	4 	4 	4 	4 	4 	4 	4 	4 	6 	6 	6 	6 	6 	
F 	 9 	4 	4 	4 	4 	4 	4 	6 	6 	4 	6 	4 	6 	6 	4 	6 	
F 	 10 	4 	6 	6 	4 	6 	4 	6 	6 	4 	6 	4 	6 	6 	4 	6 	
F 	 11 	4 	6 	6 	4 	6 	4 	6 	6 	4 	6 	4 	4 	4 	4 	4 	
F 	 12 	6 	6 	6 	6 	6 	4 	4 	4 	4 	4 	6 	6 	6 	6 	6 	
G 	 1 	2 	2 	2 	2 	2 	0 	0 	0 	0 	0 	5 	5 	5 	5 	5 	
G 	 2 	1 	1 	1 	5 	1 	5 	5 	1 	5 	1 	5 	5 	1 	5 	1 	
G 	 3 	1 	1 	1 	5 	1 	5 	5 	5 	5 	1 	5 	5 	5 	5 	1 	
G 	 4 	5 	5 	5 	5 	1 	5 	5 	5 	5 	5 	0 	0 	0 	5 	1 	
G 	 5 	8 	8 	0 	5 	5 	8 	8 	0 	0 	0 	8 	8 	8 	8 	8 	
G 	 6 	8 	8 	8 	8 	8 	8 	8 	8 	8 	8 	8 	8 	8 	6 	6 	
G 	 7 	8 	6 	6 	4 	4 	6 	4 	4 	4 	4 	4 	4 	4 	4 	4 	
G 	 8 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	6 	6 	6 	6 	6 	
G 	 9 	4 	4 	4 	4 	4 	6 	4 	6 	6 	4 	6 	4 	6 	6 	4 	
