G 	 10 	6 	4 	6 	6 	4 	6 	4 	6 	6 	4 	6 	4 	6 	6 	4 	
G 	 11 	6 	4 	6 	6 	4 	6 	4 	6 	6 	4 	4 	4 	4 	4 	4 	
G 	 12 	6 	6 	6 	6 	6 	4 	4 	4 	4 	4 	6 	6 	6 	6 	6 	
H 	 1 	2 	2 	2 	2 	2 	0 	0 	0 	0 	0 	5 	5 	5 	5 	5 	
H 	 2 	5 	5 	5 	5 	5 	5 	5 	5 	1 	5 	5 	5 	5 	5 	5 	
H 	 3 	1 	1 	5 	1 	5 	5 	1 	5 	1 	5 	5 	1 	5 	1 	5 	
H 	 4 	5 	1 	5 	1 	5 	5 	5 	5 	5 	5 	1 	1 	1 	1 	1 	
H 	 5 	5 	5 	5 	5 	5 	0 	0 	0 	0 	0 	8 	8 	8 	8 	8 	
H 	 6 	8 	8 	8 	8 	8 	8 	8 	8 	8 	8 	6 	6 	6 	6 	6 	
H 	 7 	6 	6 	4 	4 	4 	4 	4 	6 	6 	4 	4 	4 	4 	4 	6 	
H 	 8 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	6 	6 	6 	6 	6 	
H 	 9 	4 	4 	4 	4 	4 	6 	6 	4 	6 	6 	6 	6 	4 	6 	6 	
H 	 10 	6 	6 	4 	6 	6 	6 	6 	4 	6 	6 	6 	6 	4 	6 	6 	
H 	 11 	6 	6 	4 	6 	6 	6 	6 	4 	6 	6 	4 	4 	4 	4 	4 	
H 	 12 	6 	6 	6 	6 	6 	4 	4 	4 	4 	4 	6 	6 	6 	6 	6 	
I 	 1 	2 	2 	2 	2 	2 	0 	0 	0 	0 	0 	5 	5 	5 	5 	5 	
I 	 2 	1 	5 	1 	5 	5 	1 	5 	1 	5 	5 	1 	5 	1 	5 	5 	
I 	 3 	1 	5 	1 	5 	1 	1 	5 	1 	5 	1 	1 	5 	1 	5 	1 	
I 	 4 	1 	5 	1 	5 	5 	5 	5 	5 	5 	5 	1 	1 	1 	1 	1 	
I 	 5 	5 	5 	5 	5 	5 	0 	0 	0 	0 	0 	8 	8 	8 	8 	8 	
I 	 6 	8 	8 	8 	8 	8 	8 	8 	8 	8 	8 	6 	6 	8 	8 	8 	
I 	 7 	4 	4 	6 	6 	8 	4 	4 	4 	4 	6 	6 	4 	4 	4 	4 	
I 	 8 	4 	6 	6 	4 	4 	4 	4 	4 	6 	6 	6 	6 	6 	6 	6 	
I 	 9 	4 	4 	4 	4 	6 	4 	6 	6 	4 	6 	4 	6 	6 	4 	6 	
I 	 10 	4 	6 	6 	4 	6 	4 	6 	6 	4 	6 	4 	6 	6 	4 	6 	
I 	 11 	4 	6 	6 	4 	6 	4 	6 	6 	4 	6 	4 	4 	4 	4 	6 	
I 	 12 	6 	6 	6 	6 	4 	4 	4 	6 	4 	4 	6 	6 	2 	2 	2 	
J 	 1 	2 	2 	2 	2 	2 	0 	0 	0 	0 	2 	5 	5 	5 	0 	2 	
J 	 2 	5 	5 	5 	0 	2 	5 	5 	5 	0 	2 	5 	5 	5 	0 	2 	
J 	 3 	5 	1 	5 	0 	2 	5 	1 	5 	0 	2 	1 	1 	5 	0 	2 	
J 	 4 	5 	1 	5 	0 	2 	5 	1 	5 	0 	2 	1 	1 	5 	0 	2 	
J 	 5 	5 	5 	5 	0 	2 	0 	0 	0 	0 	2 	8 	8 	8 	8 	2 	
J 	 6 	8 	8 	8 	8 	2 	8 	8 	8 	8 	2 	8 	8 	8 	8 	2 	
J 	 7 	8 	8 	8 	8 	2 	6 	8 	8 	8 	2 	4 	6 	6 	8 	2 	
J 	 8 	4 	4 	6 	6 	2 	4 	6 	4 	6 	2 	6 	4 	4 	6 	2 	
J 	 9 	4 	4 	4 	6 	2 	4 	4 	4 	6 	2 	4 	4 	4 	6 	2 	
J 	 10 	4 	4 	4 	6 	2 	4 	4 	4 	6 	2 	4 	4 	6 	6 	2 	
J 	 11 	4 	6 	4 	4 	2 	6 	4 	4 	4 	2 	4 	4 	4 	4 	2 	
J 	 12 	4 	4 	4 	4 	2 	4 	4 	4 	4 	2 	2 	2 	2 	2 	2 	
